"file","size_bytes","md5"
"benchmark_manifest.json",54267,"a8ff6e44e147e7894c3388fcdda05115"
"computational_summary.csv",3960,"7d5f21c67e8d342dbc615753f525137f"
"estimand_registry.csv",1594,"2c015a8a4345d68d0dddd7045f1b5f8d"
"example_data_manifest.csv",1581,"fb5be7c21b86eec5bba53f876fe66afb"
"paired_comparison_summary.csv",8749,"725efb5576bbe83fa4f01159b9f073f1"
"paired_parameter_differences.csv",43600,"ef30cf2e4417420e7d645eea913fc936"
"parameter_estimates.csv",84305,"ea1bbe1d3c823a5a8cfd0775bb8b6430"
"parameter_recovery_summary.csv",13450,"f7df3893b34331de9a3f5c08c78de3f5"
"README.md",553,"06205ca6435f19dc340964d96f29dbb1"
"replicate_status.csv",2015,"4eca62ac732866c05305c43799d4b0fb"
"seed_registry.csv",10928,"0a4b461649dc1db64ca71148b100bde1"
"session_info.txt",516,"465d26a211b0be6bb4626b327e7e9e3c"
"simulation_truth.csv",9628,"82a508739d83723d505c6f5bd20f93c4"
"source_files.csv",629,"07f2539ca4e5168f9878070ad817c78f"
